id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,lat,lon,utm_x,utm_y,osm_status,osm_lat,osm_lon,osm_utm_x,osm_utm_y,utm_diff_m
001027-077597-00112-X,"נוה מדבר 112, דימונה",דימונה,נוה מדבר,112,,8601307,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00113-X,"נוה מדבר 113, דימונה",דימונה,נוה מדבר,113,,8601345,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00117-X,"נוה מדבר 117, דימונה",דימונה,נוה מדבר,117,,8601347,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00119-X,"נוה מדבר 119, דימונה",דימונה,נוה מדבר,119,,8601348,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00120-X,"נוה מדבר 120, דימונה",דימונה,נוה מדבר,120,,8601311,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00121-X,"נוה מדבר 121, דימונה",דימונה,נוה מדבר,121,,8601349,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00122-X,"נוה מדבר 122, דימונה",דימונה,נוה מדבר,122,,8601312,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00123-X,"נוה מדבר 123, דימונה",דימונה,נוה מדבר,123,,8601350,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00124-X,"נוה מדבר 124, דימונה",דימונה,נוה מדבר,124,,8601313,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00126-X,"נוה מדבר 126, דימונה",דימונה,נוה מדבר,126,,8601314,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00127-X,"נוה מדבר 127, דימונה",דימונה,נוה מדבר,127,,8601352,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00130-X,"נוה מדבר 130, דימונה",דימונה,נוה מדבר,130,,8601316,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00131-X,"נוה מדבר 131, דימונה",דימונה,נוה מדבר,131,,8601354,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00132-X,"נוה מדבר 132, דימונה",דימונה,נוה מדבר,132,,8601317,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00133-X,"נוה מדבר 133, דימונה",דימונה,נוה מדבר,133,,8601355,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00134-X,"נוה מדבר 134, דימונה",דימונה,נוה מדבר,134,,8601318,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00135-X,"נוה מדבר 135, דימונה",דימונה,נוה מדבר,135,,8601369,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00137-X,"נוה מדבר 137, דימונה",דימונה,נוה מדבר,137,,8601370,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00141-X,"נוה מדבר 141, דימונה",דימונה,נוה מדבר,141,,8601372,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00145-X,"נוה מדבר 145, דימונה",דימונה,נוה מדבר,145,,8601374,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00147-X,"נוה מדבר 147, דימונה",דימונה,נוה מדבר,147,,8601375,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00149-X,"נוה מדבר 149, דימונה",דימונה,נוה מדבר,149,,8601376,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00151-X,"נוה מדבר 151, דימונה",דימונה,נוה מדבר,151,,8601377,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00157-X,"נוה מדבר 157, דימונה",דימונה,נוה מדבר,157,,8601380,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00159-X,"נוה מדבר 159, דימונה",דימונה,נוה מדבר,159,,8601356,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00160-X,"נוה מדבר 160, דימונה",דימונה,נוה מדבר,160,,8601319,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00161-X,"נוה מדבר 161, דימונה",דימונה,נוה מדבר,161,,8601357,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00162-X,"נוה מדבר 162, דימונה",דימונה,נוה מדבר,162,,8601320,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00163-X,"נוה מדבר 163, דימונה",דימונה,נוה מדבר,163,,8601358,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00166-X,"נוה מדבר 166, דימונה",דימונה,נוה מדבר,166,,8601322,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00167-X,"נוה מדבר 167, דימונה",דימונה,נוה מדבר,167,,8601360,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00169-X,"נוה מדבר 169, דימונה",דימונה,נוה מדבר,169,,8601361,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00171-X,"נוה מדבר 171, דימונה",דימונה,נוה מדבר,171,,8601362,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00172-X,"נוה מדבר 172, דימונה",דימונה,נוה מדבר,172,,8601325,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00173-X,"נוה מדבר 173, דימונה",דימונה,נוה מדבר,173,,8601363,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00174-X,"נוה מדבר 174, דימונה",דימונה,נוה מדבר,174,,8601326,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00176-X,"נוה מדבר 176, דימונה",דימונה,נוה מדבר,176,,8601327,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00177-X,"נוה מדבר 177, דימונה",דימונה,נוה מדבר,177,,8601365,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00178-X,"נוה מדבר 178, דימונה",דימונה,נוה מדבר,178,,8601328,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00181-X,"נוה מדבר 181, דימונה",דימונה,נוה מדבר,181,,8601367,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00182-X,"נוה מדבר 182, דימונה",דימונה,נוה מדבר,182,,8601330,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00183-X,"נוה מדבר 183, דימונה",דימונה,נוה מדבר,183,,8601368,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077597-00185-X,"נוה מדבר 185, דימונה",דימונה,נוה מדבר,185,,8601381,street,202685.35,552167.71,31.060570,35.028727,693571.10,3438083.25,OK,31.060615,35.028548,693553.97,3438087.93,17.76
001027-077659-00000-X,"בבא סאלי, דימונה",דימונה,בבא סאלי,,,8601700,street,203011.54,552145.06,31.060371,35.032145,693897.69,3438067.09,OK,31.060631,35.032487,693929.82,3438096.60,43.64
001027-077659-00001-X,"בבא סאלי 1, דימונה",דימונה,בבא סאלי,1,,8601001,exact,202483.96,552131.08,31.060237,35.026617,693370.46,3438042.63,OK,31.060744,35.032688,693948.73,3438109.41,582.11
001027-077659-00002-X,"בבא סאלי 2, דימונה",דימונה,בבא סאלי,2,,8601002,street,203011.54,552145.06,31.060371,35.032145,693897.69,3438067.09,OK,31.060089,35.031724,693858.13,3438035.13,50.85
001027-077659-00003-X,"בבא סאלי 3, דימונה",דימונה,בבא סאלי,3,,8601003,exact,202492.35,552132.70,31.060252,35.026705,693378.82,3438044.42,OK,31.061361,35.034884,694157.11,3438181.70,790.31
001027-077659-00005-X,"בבא סאלי 5, דימונה",דימונה,בבא סאלי,5,,8601005,exact,202502.13,552119.72,31.060135,35.026808,693388.86,3438031.63,OK,31.060744,35.032688,693948.73,3438109.41,565.25
